URL,HTTP_Status_Code,HTML_File_Size_KB,Download_Success,Error_Message,Error_Message_Parsing,Title_Tag,Title_Length,Meta_Description,Meta_Description_Length,H1_Tag,H1_Length,Total_Images,Missing_Alt_Images,Total_Links,Internal_Links,External_Links,Nofollow_Links,CSS_Files_Count,JS_Files_Count,Meta_Viewport_Exists,Canonical_Tag,Noindex_Tag_Exists,H2_Count,H3_Count,H4_Count,H5_Count,H6_Count,Visible_Text_Length,Content_Depth_Score,User_Intent_Alignment_Score,Readability_Score,Natural_Language_Quality_Score,FAQ_Section_Exists,SEO_Score_Category
https://adresgezgini.com/,200,239.1767578125,True,Yok,Yok,AdresGezgini | Google Ads Reklam Premier Partner 444 0 964,58,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,GOOGLE ADS PREMIER PARTNER,26,155,0,105,87,14,0,0,8,True,https://adresgezgini.com/,False,4,13,0,0,0,2668,0.5336,0.5347428557997145,75,0.605135994167149,False,Orta
https://adresgezgini.com/hakkimizda/biz-kimiz,200,242.3115234375,True,Yok,Yok,Biz Kimiz? | AdresGezgini - 444 0 964,37,"AdresGezgini, Google ve Facebook reklam konularında 2007'den beri 10.000'den fazla kurumsal firma ile müşteri memnuniyeti ve kalite odaklı çalışmaktadır.",153,BİZ KİMİZ?,10,132,0,96,78,14,0,0,9,True,https://adresgezgini.com/hakkimizda/biz-kimiz,False,3,4,0,0,0,9391,1.0,0.431787847834858,75,0.7643313925054351,False,Orta
https://adresgezgini.com/en/about-us/who-we-are,200,238.8759765625,True,Yok,Yok,Who Are We | AdresGezgini - 444 0 964,37,"Do you know the Google Ads agency that the most specialists work, around Turkey and Middle East, is located in Izmir instead Europe, London, Paris, Berlin.",155,WHO WE ARE,10,132,83,90,72,14,0,0,9,True,https://adresgezgini.com/en/about-us/who-we-are,False,3,4,0,0,0,9232,1.0,0.8838940128660964,75,0.6117321823314424,True,Kötü
https://adresgezgini.com/hakkimizda/ekibimiz,200,246.26171875,True,Yok,Yok,Ekibimiz | AdresGezgini - 444 0 964,35,"AdresGezgini Anonim Şirketi, günümüzde 400.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.",180,Ekibimiz,8,185,0,148,123,13,0,0,9,True,https://adresgezgini.com/hakkimizda/ekibimiz,False,0,50,46,0,0,1832,0.3664,0.3688993780046299,60,0.8913641496657242,False,Kötü
https://adresgezgini.com/en/about-us/team,200,243.10546875,True,Yok,Yok,Our Team | AdresGezgini - 444 0 964,35,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,Our Team,8,185,83,142,117,13,0,0,9,True,https://adresgezgini.com/en/about-us/team,False,0,50,46,0,0,1730,0.346,0.4112764848314501,60,0.7180505857128792,False,Kötü
https://adresgezgini.com/referanslarimiz/basari-hikayeleri,200,232.806640625,True,Yok,Yok,Başarı Hikayeleri | AdresGezgini - 444 0 964,44,"AdresGezgini | Eğer hayatta başarılı olma konusunda gerçekten ciddiyseniz, o zaman hayatta başarılı olmuş insanların ilham veren hikayeleri ile kendinizi eğitmekten başka yapacak daha iyi bir şey yoktur.",203,Başarı Hikayeleri,17,158,0,105,88,13,0,0,8,True,https://adresgezgini.com/referanslarimiz/basari-hikayeleri,False,2,14,0,0,0,1357,0.2714,0.40385047114159267,60,0.5493908363094036,False,Kötü
https://adresgezgini.com/en/references/success-stories,200,229.947265625,True,Yok,Yok,Success Stories | AdresGezgini - 444 0 964,42,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,Success Stories,15,158,83,99,82,13,0,0,8,True,https://adresgezgini.com/en/references/success-stories,False,2,14,0,0,0,1401,0.2802,0.7685965617529298,60,0.7661121317017261,False,Kötü
https://adresgezgini.com/egitim/egitimler,200,232.28125,True,Yok,Yok,Eğitimler | AdresGezgini - 444 0 964,36,SİZ DE EĞİTİMLERE KATILMAK İSTEMEZ MİSİNİZ? TEK YAPMANIZ GEREKEN BİZİMLE İLETİŞİME GEÇMEK.,90,Eğitimler,9,161,0,110,93,13,0,0,8,True,https://adresgezgini.com/egitim/egitimler,False,2,19,0,0,0,702,0.1404,0.622998859785828,60,0.42394757352090373,False,Kötü
https://adresgezgini.com/en/education/trainings,200,229.73828125,True,Yok,Yok,Trainings | AdresGezgini - 444 0 964,36,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,Trainings,9,161,83,104,87,13,0,0,8,True,https://adresgezgini.com/en/education/trainings,False,2,19,0,0,0,702,0.1404,0.7963260260571458,60,0.5941691361710695,False,Kötü
https://adresgezgini.com/egitim/etkinlik,200,233.3330078125,True,Yok,Yok,Etkinlikler | AdresGezgini - 444 0 964,38,SİZ DE ETKİNLİKLERİMİZE KATILMAK İSTEMEZ MİSİNİZ? TEK YAPMANIZ GEREKEN BİZİMLE İLETİŞİME GEÇMEK.,96,Etkinlikler,11,154,0,106,81,14,0,2,10,True,https://adresgezgini.com/egitim/etkinlik,False,3,7,0,0,0,720,0.144,0.4684839486510807,60,0.7591555284671754,True,Kötü
